aerolinea,origen,destino,distancia_km,retraso,anio,mes,es_fin_semana,bloque_horario
AA,AEP,GRU,6596,0,2030,12,0,noche
LA,EZE,MAD,9089,0,2030,12,0,noche
AA,AEP,MAD,3479,0,2030,12,0,madrugada
G3,MIA,MAD,1404,1,2030,12,0,madrugada
IB,AEP,EZE,4873,0,2031,1,0,madrugada
AA,EZE,MIA,9866,0,2031,1,0,madrugada
AR,GRU,EZE,7382,0,2031,1,0,madrugada
G3,EZE,AEP,1672,1,2031,1,0,madrugada
IB,MIA,AEP,4055,0,2031,1,0,madrugada
G3,MIA,GRU,8633,1,2031,1,0,madrugada
AA,AEP,EZE,1347,0,2031,1,0,mañana
LA,MIA,EZE,684,0,2031,1,0,mañana
LA,AEP,MIA,7334,1,2031,1,0,mañana
AR,MIA,MAD,2652,0,2031,1,0,mañana
AR,MAD,GRU,11951,0,2031,1,0,mañana
IB,MAD,MIA,7544,1,2031,1,0,mañana
LA,EZE,MAD,4330,0,2031,1,0,tarde
AA,AEP,MAD,4939,0,2031,1,0,tarde
G3,GRU,MIA,4611,1,2031,1,0,tarde
G3,MIA,EZE,1225,0,2031,1,0,tarde
LA,MAD,GRU,4990,0,2031,1,0,tarde
LA,AEP,EZE,5697,1,2031,1,0,tarde
G3,GRU,AEP,7060,1,2031,1,0,noche
IB,GRU,EZE,11865,1,2031,1,0,noche
G3,EZE,MAD,2108,1,2031,1,0,noche
AR,AEP,MIA,1915,0,2031,1,0,noche
AA,EZE,AEP,2120,0,2031,1,0,madrugada
LA,MAD,AEP,7100,0,2031,1,0,madrugada
LA,GRU,AEP,9563,0,2031,1,0,madrugada
IB,MIA,EZE,9703,0,2031,1,0,madrugada
AR,MAD,GRU,11468,0,2031,1,0,madrugada
G3,AEP,MAD,1056,1,2031,1,0,madrugada
AR,MAD,GRU,1784,1,2031,1,0,madrugada
AR,GRU,MAD,609,0,2031,1,0,madrugada
IB,GRU,AEP,2213,0,2031,1,0,mañana
IB,MIA,GRU,3272,1,2031,1,0,mañana
G3,AEP,MIA,7139,1,2031,1,0,mañana
G3,GRU,MIA,2470,1,2031,1,0,mañana
AA,EZE,MAD,11232,0,2031,1,0,mañana
AR,GRU,MIA,4183,1,2031,1,0,mañana
G3,MIA,GRU,9060,1,2031,1,0,tarde
IB,GRU,MIA,10949,0,2031,1,0,tarde
AA,AEP,GRU,3828,0,2031,1,0,tarde
AA,GRU,MIA,6164,0,2031,1,0,tarde
IB,MAD,GRU,10768,0,2031,1,0,tarde
G3,EZE,AEP,8548,0,2031,1,0,tarde
IB,MIA,EZE,742,1,2031,1,0,noche
G3,MAD,AEP,4699,1,2031,1,0,noche
IB,AEP,GRU,1102,1,2031,1,0,noche
IB,MAD,MIA,8590,0,2031,1,0,noche
LA,MIA,AEP,7484,0,2031,1,0,madrugada
G3,AEP,MAD,8858,1,2031,1,0,madrugada
AR,EZE,GRU,5818,0,2031,1,0,madrugada
LA,GRU,MAD,2166,1,2031,1,0,madrugada
LA,GRU,MAD,7756,0,2031,1,0,madrugada
LA,GRU,AEP,4703,0,2031,1,0,madrugada
LA,GRU,EZE,3349,0,2031,1,0,madrugada
AR,GRU,MAD,6553,0,2031,1,0,madrugada
LA,EZE,AEP,1487,0,2031,1,0,mañana
AR,GRU,AEP,5207,0,2031,1,0,mañana
AR,AEP,MIA,9112,1,2031,1,0,mañana
LA,GRU,AEP,8864,1,2031,1,0,mañana
AA,GRU,MAD,10336,0,2031,1,0,mañana
AR,MIA,EZE,7194,0,2031,1,0,mañana
LA,MAD,EZE,10719,0,2031,1,0,tarde
IB,AEP,EZE,5847,0,2031,1,0,tarde
IB,EZE,AEP,2945,0,2031,1,0,tarde
G3,AEP,GRU,7766,1,2031,1,0,tarde
AR,EZE,MAD,7208,1,2031,1,0,tarde
AR,MIA,AEP,7744,1,2031,1,0,tarde
IB,GRU,AEP,4911,1,2031,1,0,noche
AR,MAD,EZE,4933,1,2031,1,0,noche
AR,AEP,MIA,3113,1,2031,1,0,noche
IB,AEP,MAD,4113,0,2031,1,0,noche
LA,AEP,EZE,1371,0,2031,1,0,madrugada
IB,MAD,EZE,11767,0,2031,1,0,madrugada
AA,MIA,GRU,10482,0,2031,1,1,madrugada
IB,MIA,EZE,8026,0,2031,1,1,madrugada
IB,GRU,MIA,3938,0,2031,1,1,madrugada
LA,AEP,MAD,11657,0,2031,1,1,madrugada
IB,MIA,MAD,11429,1,2031,1,1,madrugada
IB,MIA,EZE,2933,0,2031,1,1,madrugada
LA,EZE,AEP,9171,0,2031,1,1,mañana
IB,AEP,MAD,4081,0,2031,1,1,mañana
LA,MIA,GRU,6754,0,2031,1,1,mañana
AA,AEP,MIA,1798,0,2031,1,1,mañana
LA,EZE,GRU,8704,0,2031,1,1,mañana
AR,MAD,EZE,9240,0,2031,1,1,mañana
AR,GRU,MAD,847,0,2031,1,1,tarde
LA,MAD,GRU,3294,0,2031,1,1,tarde
IB,MIA,EZE,1980,0,2031,1,1,tarde
G3,MIA,AEP,4029,1,2031,1,1,tarde
G3,AEP,EZE,9461,1,2031,1,1,tarde
AA,MIA,GRU,1917,1,2031,1,1,tarde
AA,MAD,MIA,8387,1,2031,1,1,noche
G3,EZE,MIA,1191,1,2031,1,1,noche
G3,MIA,MAD,7720,1,2031,1,1,noche
LA,MAD,GRU,7849,0,2031,1,1,noche
G3,GRU,EZE,11049,1,2031,1,1,madrugada
AR,GRU,AEP,10724,0,2031,1,1,madrugada
AA,EZE,GRU,1471,0,2031,1,1,madrugada
AA,GRU,AEP,9971,0,2031,1,1,madrugada
AR,MAD,GRU,962,0,2031,1,1,madrugada
AA,EZE,MIA,698,0,2031,1,1,madrugada
G3,MAD,MIA,1911,1,2031,1,1,madrugada
AA,MIA,GRU,11441,0,2031,1,1,madrugada
AR,GRU,MAD,6805,1,2031,1,1,mañana
AA,GRU,MIA,6056,0,2031,1,1,mañana
G3,MIA,AEP,11565,1,2031,1,1,mañana
LA,MIA,AEP,2762,0,2031,1,1,mañana
G3,MAD,EZE,10014,0,2031,1,1,mañana
AA,MAD,MIA,10488,0,2031,1,1,mañana
IB,GRU,MAD,8240,0,2031,1,1,tarde
AA,EZE,AEP,2509,0,2031,1,1,tarde
AA,EZE,MIA,1631,0,2031,1,1,tarde
AR,GRU,AEP,2064,0,2031,1,1,tarde
IB,MIA,EZE,4169,0,2031,1,1,tarde
AR,MIA,AEP,7386,1,2031,1,1,tarde
AR,EZE,GRU,8093,1,2031,1,1,noche
G3,MAD,GRU,11690,1,2031,1,1,noche
LA,AEP,EZE,6509,1,2031,1,1,noche
AA,MIA,AEP,10463,0,2031,1,1,noche
IB,MAD,AEP,1029,0,2031,1,1,madrugada
AA,EZE,MIA,1739,1,2031,1,1,madrugada
AR,EZE,GRU,6118,0,2031,1,0,madrugada
LA,MAD,EZE,6519,0,2031,1,0,madrugada
AR,MAD,EZE,11882,0,2031,1,0,madrugada
AA,MAD,MIA,2345,0,2031,1,0,madrugada
G3,MAD,MIA,1635,0,2031,1,0,madrugada
AA,EZE,MAD,4091,0,2031,1,0,madrugada
AR,EZE,AEP,2042,0,2031,1,0,mañana
IB,MIA,GRU,1478,0,2031,1,0,mañana
IB,GRU,AEP,6631,0,2031,1,0,mañana
IB,AEP,EZE,8640,0,2031,1,0,mañana
IB,EZE,MIA,2022,0,2031,1,0,mañana
IB,AEP,MIA,10342,0,2031,1,0,mañana
LA,EZE,GRU,9215,0,2031,1,0,tarde
LA,EZE,MAD,7104,0,2031,1,0,tarde
G3,MAD,AEP,4674,0,2031,1,0,tarde
IB,GRU,EZE,7535,0,2031,1,0,tarde
AR,GRU,MAD,10853,0,2031,1,0,tarde
AR,EZE,AEP,2289,1,2031,1,0,tarde
AA,MAD,AEP,10102,1,2031,1,0,noche
IB,MIA,GRU,5565,0,2031,1,0,noche
AR,GRU,AEP,10722,1,2031,1,0,noche
G3,MIA,EZE,1042,1,2031,1,0,noche
AR,GRU,AEP,7959,0,2031,1,0,madrugada
G3,MIA,EZE,11397,1,2031,1,0,madrugada
IB,MAD,MIA,11841,0,2031,1,0,madrugada
AA,EZE,GRU,11423,0,2031,1,0,madrugada
AA,MAD,MIA,9821,0,2031,1,0,madrugada
LA,MAD,MIA,5790,0,2031,1,0,madrugada
IB,EZE,AEP,7251,0,2031,1,0,madrugada
AR,EZE,GRU,1737,0,2031,1,0,madrugada
AA,AEP,GRU,11293,0,2031,1,0,mañana
G3,MAD,GRU,5728,1,2031,1,0,mañana
G3,MIA,AEP,2512,1,2031,1,0,mañana
AR,GRU,AEP,1217,0,2031,1,0,mañana
AR,EZE,MIA,6317,0,2031,1,0,mañana
IB,EZE,MAD,10533,0,2031,1,0,mañana
AR,MAD,EZE,1671,0,2031,1,0,tarde
AR,EZE,AEP,9614,0,2031,1,0,tarde
AR,GRU,AEP,9385,0,2031,1,0,tarde
AA,GRU,EZE,10643,0,2031,1,0,tarde
IB,MAD,EZE,9061,0,2031,1,0,tarde
AR,GRU,MAD,11233,1,2031,1,0,tarde
AR,GRU,EZE,3041,1,2031,1,0,noche
G3,MIA,GRU,9823,1,2031,1,0,noche
AA,GRU,EZE,8677,0,2031,1,0,noche
AR,MAD,AEP,8477,0,2031,1,0,noche
AA,EZE,MIA,6610,0,2031,1,0,madrugada
IB,MAD,MIA,7729,0,2031,1,0,madrugada
IB,GRU,MIA,6249,0,2031,1,0,madrugada
LA,MAD,AEP,3011,0,2031,1,0,madrugada
G3,AEP,MIA,8822,0,2031,1,0,madrugada
LA,EZE,MAD,5643,0,2031,1,0,madrugada
AA,GRU,MAD,10717,0,2031,1,0,madrugada
G3,MIA,GRU,968,1,2031,1,0,madrugada
AR,GRU,EZE,11829,0,2031,1,0,mañana
G3,AEP,GRU,9252,1,2031,1,0,mañana
G3,MAD,GRU,7669,1,2031,1,0,mañana
IB,GRU,MAD,4150,0,2031,1,0,mañana
LA,MIA,AEP,924,0,2031,1,0,mañana
IB,GRU,EZE,1501,0,2031,1,0,mañana
IB,EZE,GRU,9883,0,2031,1,0,tarde
LA,GRU,MAD,2228,0,2031,1,0,tarde
IB,MIA,MAD,1403,0,2031,1,0,tarde
G3,MAD,EZE,8843,1,2031,1,0,tarde
AA,MAD,AEP,6481,0,2031,1,0,tarde
AR,EZE,MAD,2918,1,2031,1,0,tarde
AR,MAD,GRU,5731,1,2031,1,0,noche
IB,GRU,EZE,7953,1,2031,1,0,noche
LA,MAD,GRU,8794,1,2031,1,0,noche
G3,MAD,AEP,6868,1,2031,1,0,noche
IB,MIA,EZE,8617,0,2031,1,0,madrugada
G3,MAD,GRU,2361,1,2031,1,0,madrugada
G3,GRU,MAD,10671,1,2031,1,0,madrugada
AR,MIA,AEP,5449,0,2031,1,0,madrugada
AA,AEP,GRU,7474,1,2031,1,0,madrugada
AA,MAD,AEP,3107,0,2031,1,0,madrugada
LA,MAD,MIA,4098,0,2031,1,0,madrugada
AA,MIA,EZE,1435,0,2031,1,0,madrugada
IB,GRU,MIA,2236,0,2031,1,0,mañana
AR,AEP,MIA,4611,0,2031,1,0,mañana
AR,AEP,EZE,11557,0,2031,1,0,mañana
G3,MAD,GRU,3936,1,2031,1,0,mañana
IB,MIA,EZE,10218,1,2031,1,0,mañana
IB,MAD,MIA,5215,0,2031,1,0,mañana
G3,EZE,MAD,1417,0,2031,1,0,tarde
G3,MAD,GRU,11330,1,2031,1,0,tarde
AR,EZE,GRU,9026,1,2031,1,0,tarde
IB,EZE,MAD,6206,0,2031,1,0,tarde
AA,MIA,GRU,10821,0,2031,1,0,tarde
AA,EZE,AEP,7923,1,2031,1,0,tarde
AR,AEP,GRU,2652,1,2031,1,0,noche
AA,AEP,EZE,6129,1,2031,1,0,noche
AA,GRU,MAD,7294,1,2031,1,0,noche
IB,MIA,GRU,9353,0,2031,1,0,noche
IB,EZE,MAD,1661,0,2031,1,0,madrugada
LA,MAD,GRU,6092,1,2031,1,0,madrugada
IB,MIA,EZE,2185,0,2031,1,0,madrugada
LA,EZE,AEP,9335,0,2031,1,0,madrugada
IB,EZE,MIA,7585,0,2031,1,0,madrugada
G3,AEP,MIA,5717,0,2031,1,0,madrugada
IB,MIA,GRU,9529,0,2031,1,0,madrugada
LA,EZE,AEP,4604,0,2031,1,0,madrugada
AA,GRU,MAD,1709,0,2031,1,0,mañana
IB,MIA,GRU,3905,0,2031,1,0,mañana
AA,MIA,EZE,8955,0,2031,1,0,mañana
AA,EZE,MAD,1336,0,2031,1,0,mañana
IB,MIA,EZE,9238,0,2031,1,0,mañana
IB,AEP,MIA,6619,1,2031,1,0,mañana
G3,AEP,EZE,4941,1,2031,1,0,tarde
LA,MAD,EZE,9662,0,2031,1,0,tarde
IB,AEP,GRU,4204,0,2031,1,0,tarde
AA,MAD,EZE,5094,0,2031,1,0,tarde
AA,MAD,MIA,7665,0,2031,1,0,tarde
IB,EZE,MAD,6730,1,2031,1,0,tarde
LA,MAD,EZE,5751,1,2031,1,0,noche
AA,EZE,MAD,3918,1,2031,1,0,noche
G3,MAD,EZE,11568,1,2031,1,0,noche
AA,GRU,EZE,8637,0,2031,1,0,noche
LA,MAD,GRU,5931,0,2031,1,0,madrugada
AR,MIA,MAD,8306,0,2031,1,0,madrugada
G3,EZE,AEP,8440,1,2031,1,1,madrugada
G3,AEP,MAD,5523,1,2031,1,1,madrugada
AR,GRU,MIA,11097,0,2031,1,1,madrugada
G3,GRU,MIA,1328,1,2031,1,1,madrugada
G3,AEP,MIA,4241,1,2031,1,1,madrugada
G3,MAD,EZE,7075,0,2031,1,1,madrugada
AA,MAD,GRU,7509,0,2031,1,1,mañana
AA,EZE,GRU,2033,0,2031,1,1,mañana
IB,AEP,GRU,2377,0,2031,1,1,mañana
IB,GRU,AEP,4834,0,2031,1,1,mañana
AA,EZE,AEP,11665,1,2031,1,1,mañana
G3,MAD,AEP,2906,1,2031,1,1,mañana
LA,AEP,GRU,7271,0,2031,1,1,tarde
AR,EZE,AEP,4410,1,2031,1,1,tarde
IB,MAD,MIA,3697,0,2031,1,1,tarde
G3,MIA,MAD,6966,1,2031,1,1,tarde
IB,EZE,AEP,7010,0,2031,1,1,tarde
LA,MAD,GRU,4177,1,2031,1,1,tarde
G3,MAD,GRU,11464,1,2031,1,1,noche
AA,GRU,AEP,11094,1,2031,1,1,noche
LA,MIA,GRU,6299,1,2031,1,1,noche
IB,EZE,MIA,904,0,2031,1,1,noche
G3,AEP,EZE,6567,1,2031,1,1,madrugada
G3,EZE,MIA,7126,1,2031,1,1,madrugada
AR,GRU,MAD,4321,0,2031,1,1,madrugada
AR,AEP,EZE,8903,0,2031,1,1,madrugada
AR,GRU,EZE,3117,0,2031,1,1,madrugada
AA,AEP,MAD,7492,0,2031,1,1,madrugada
G3,AEP,MIA,7338,1,2031,1,1,madrugada
G3,GRU,AEP,10528,1,2031,1,1,madrugada
IB,GRU,AEP,531,0,2031,1,1,mañana
AA,EZE,AEP,1635,0,2031,1,1,mañana
AR,GRU,AEP,5380,0,2031,1,1,mañana
G3,MAD,GRU,7112,1,2031,1,1,mañana
AR,MIA,GRU,3965,0,2031,1,1,mañana
LA,GRU,MAD,3292,0,2031,1,1,mañana
AA,EZE,AEP,10047,0,2031,1,1,tarde
AR,AEP,MIA,4874,0,2031,1,1,tarde
AA,GRU,MIA,7999,0,2031,1,1,tarde
G3,GRU,MIA,6136,1,2031,1,1,tarde
LA,MIA,AEP,1278,0,2031,1,1,tarde
IB,AEP,MIA,4785,1,2031,1,1,tarde
LA,AEP,MIA,2430,1,2031,1,1,noche
AA,MIA,AEP,7213,1,2031,1,1,noche
LA,AEP,EZE,2164,1,2031,1,1,noche
G3,MAD,GRU,9286,0,2031,1,1,noche
AA,EZE,AEP,4817,0,2031,1,1,madrugada
AA,MAD,GRU,7815,0,2031,1,1,madrugada
G3,MAD,AEP,8441,1,2031,1,0,madrugada
AR,GRU,EZE,4674,0,2031,1,0,madrugada
IB,GRU,EZE,11281,0,2031,1,0,madrugada
LA,GRU,EZE,798,1,2031,1,0,madrugada
IB,MAD,EZE,11444,0,2031,1,0,madrugada
IB,AEP,MIA,11930,0,2031,1,0,madrugada
G3,MAD,EZE,3172,0,2031,1,0,mañana
AR,EZE,MAD,1927,0,2031,1,0,mañana
IB,GRU,AEP,7512,0,2031,1,0,mañana
AA,MIA,EZE,4771,0,2031,1,0,mañana
AR,EZE,GRU,5357,0,2031,1,0,mañana
G3,EZE,MAD,7220,1,2031,1,0,mañana
IB,GRU,MAD,11464,0,2031,1,0,tarde
G3,MIA,MAD,2671,1,2031,1,0,tarde
LA,GRU,MIA,2000,0,2031,1,0,tarde
G3,GRU,MIA,10181,1,2031,1,0,tarde
AA,MIA,AEP,11566,0,2031,1,0,tarde
G3,MIA,MAD,7841,1,2031,1,0,tarde
AR,MAD,AEP,10319,1,2031,1,0,noche
LA,EZE,MAD,727,0,2031,1,0,noche
AA,MAD,EZE,11397,1,2031,1,0,noche
LA,GRU,EZE,1709,0,2031,1,0,noche
AA,AEP,MIA,3204,0,2031,1,0,madrugada
LA,MAD,MIA,7316,1,2031,1,0,madrugada
IB,MIA,AEP,5973,0,2031,1,0,madrugada
G3,AEP,MIA,9735,1,2031,1,0,madrugada
AR,AEP,MIA,1593,0,2031,1,0,madrugada
AR,MAD,MIA,5477,0,2031,1,0,madrugada
IB,GRU,EZE,707,0,2031,1,0,madrugada
LA,AEP,EZE,6114,0,2031,1,0,madrugada
G3,EZE,MAD,9169,1,2031,1,0,mañana
IB,MAD,EZE,2551,0,2031,1,0,mañana
LA,MIA,GRU,3745,0,2031,1,0,mañana
G3,EZE,AEP,2965,1,2031,1,0,mañana
LA,MIA,MAD,8472,0,2031,1,0,mañana
AR,GRU,MIA,4338,0,2031,1,0,mañana
G3,MIA,AEP,9549,1,2031,1,0,tarde
AR,MIA,AEP,8488,0,2031,1,0,tarde
AR,GRU,AEP,11247,0,2031,1,0,tarde
G3,AEP,MIA,6812,1,2031,1,0,tarde
IB,GRU,EZE,7043,0,2031,1,0,tarde
LA,AEP,GRU,10041,1,2031,1,0,tarde
G3,EZE,AEP,2485,1,2031,1,0,noche
AR,GRU,MAD,1712,1,2031,1,0,noche
LA,MAD,AEP,2273,1,2031,1,0,noche
G3,EZE,MIA,5473,1,2031,1,0,noche
IB,MIA,MAD,6168,1,2031,1,0,madrugada
G3,EZE,GRU,3158,1,2031,1,0,madrugada
G3,MAD,GRU,4689,1,2031,1,0,madrugada
AA,MIA,GRU,2151,0,2031,1,0,madrugada
LA,AEP,EZE,5182,1,2031,1,0,madrugada
G3,GRU,EZE,8526,1,2031,1,0,madrugada
AR,EZE,MIA,4248,0,2031,1,0,madrugada
AR,MAD,EZE,1920,0,2031,1,0,madrugada
AA,MAD,GRU,7690,0,2031,1,0,mañana
AR,MAD,MIA,1136,1,2031,1,0,mañana
G3,GRU,EZE,5665,1,2031,1,0,mañana
LA,EZE,AEP,6318,0,2031,1,0,mañana
AA,MIA,AEP,2119,0,2031,1,0,mañana
AA,MIA,EZE,4819,0,2031,1,0,mañana
IB,MAD,GRU,1023,0,2031,1,0,tarde
IB,MIA,GRU,10599,0,2031,1,0,tarde
LA,EZE,AEP,3466,0,2031,1,0,tarde
LA,MIA,EZE,5486,0,2031,1,0,tarde
AA,GRU,AEP,10564,0,2031,1,0,tarde
G3,GRU,MAD,940,1,2031,1,0,tarde
G3,GRU,MAD,9954,1,2031,1,0,noche
IB,MIA,GRU,11157,1,2031,1,0,noche
LA,EZE,AEP,755,1,2031,1,0,noche
LA,GRU,MIA,5541,0,2031,1,0,noche
G3,MAD,MIA,6208,1,2031,1,0,madrugada
IB,MAD,AEP,10614,0,2031,1,0,madrugada
G3,MAD,GRU,10289,1,2031,1,0,madrugada
G3,MIA,AEP,8016,1,2031,1,0,madrugada
AA,MAD,EZE,6738,0,2031,1,0,madrugada
LA,MIA,EZE,11142,0,2031,1,0,madrugada
AA,GRU,MIA,8148,0,2031,1,0,madrugada
AA,EZE,MAD,2828,0,2031,1,0,madrugada
G3,AEP,MIA,1833,1,2031,1,0,mañana
IB,GRU,EZE,11799,1,2031,1,0,mañana
G3,AEP,GRU,810,1,2031,1,0,mañana
IB,MIA,GRU,8162,0,2031,1,0,mañana
LA,GRU,EZE,8679,0,2031,1,0,mañana
AR,AEP,MIA,7263,0,2031,1,0,mañana
LA,MAD,AEP,4061,0,2031,1,0,tarde
G3,MIA,AEP,4785,1,2031,1,0,tarde
IB,MAD,EZE,10033,1,2031,1,0,tarde
AR,MAD,EZE,10672,1,2031,1,0,tarde
IB,AEP,MIA,8575,0,2031,1,0,tarde
IB,GRU,MAD,8506,1,2031,1,0,tarde
AR,EZE,GRU,1394,1,2031,1,0,noche
AR,AEP,EZE,896,1,2031,1,0,noche
LA,AEP,MAD,2024,1,2031,1,0,noche
AA,MIA,EZE,10339,0,2031,1,0,noche
AR,EZE,GRU,10958,0,2031,1,0,madrugada
AA,AEP,MAD,6202,1,2031,1,0,madrugada
AA,AEP,MIA,9879,0,2031,1,0,madrugada
AA,AEP,GRU,5419,0,2031,1,0,madrugada
AA,MIA,AEP,5159,0,2031,1,0,madrugada
AR,AEP,MAD,3035,0,2031,1,0,madrugada
IB,MIA,AEP,5883,0,2031,1,0,madrugada
AR,AEP,EZE,8279,0,2031,1,0,madrugada
AR,MIA,GRU,4723,0,2031,1,0,mañana
G3,MIA,AEP,6170,1,2031,1,0,mañana
G3,AEP,GRU,1088,1,2031,1,0,mañana
LA,EZE,MAD,4227,0,2031,1,0,mañana
AA,AEP,MAD,6305,1,2031,1,0,mañana
AA,EZE,AEP,3026,0,2031,1,0,mañana
G3,MIA,MAD,6789,1,2031,1,0,tarde
IB,MIA,MAD,1164,0,2031,1,0,tarde
LA,MAD,GRU,1154,0,2031,1,0,tarde
IB,GRU,EZE,7797,0,2031,1,0,tarde
G3,MIA,GRU,7736,1,2031,1,0,tarde
IB,AEP,MIA,7994,1,2031,1,0,tarde
AA,MIA,AEP,9584,1,2031,1,0,noche
G3,EZE,MIA,3324,1,2031,1,0,noche
IB,MAD,MIA,11779,1,2031,1,0,noche
LA,MAD,MIA,10463,0,2031,1,0,noche
LA,GRU,MIA,10792,0,2031,1,0,madrugada
AR,GRU,EZE,9948,0,2031,1,0,madrugada
G3,AEP,GRU,5287,1,2031,1,1,madrugada
G3,MAD,GRU,10091,0,2031,1,1,madrugada
G3,MAD,MIA,7118,1,2031,1,1,madrugada
AA,GRU,MAD,8136,0,2031,1,1,madrugada
AA,GRU,EZE,5989,0,2031,1,1,madrugada
G3,AEP,GRU,3285,0,2031,1,1,madrugada
IB,EZE,MIA,6080,0,2031,1,1,mañana
AA,AEP,GRU,6439,0,2031,1,1,mañana
G3,EZE,MIA,3192,1,2031,1,1,mañana
AA,MAD,AEP,11851,0,2031,1,1,mañana
AR,GRU,MAD,9318,0,2031,1,1,mañana
LA,EZE,MAD,11633,0,2031,1,1,mañana
AR,MAD,AEP,10466,0,2031,1,1,tarde
G3,GRU,EZE,5400,1,2031,1,1,tarde
LA,EZE,MIA,6296,0,2031,1,1,tarde
IB,MIA,EZE,2608,0,2031,1,1,tarde
G3,GRU,AEP,9350,1,2031,1,1,tarde
IB,EZE,AEP,2491,0,2031,1,1,tarde
IB,MAD,MIA,10725,1,2031,1,1,noche
AA,GRU,MAD,7638,0,2031,1,1,noche
AA,EZE,MAD,2323,1,2031,1,1,noche
LA,GRU,MAD,9111,0,2031,1,1,noche
LA,MIA,MAD,2744,0,2031,1,1,madrugada
AA,GRU,MAD,9521,1,2031,1,1,madrugada
LA,AEP,MIA,5039,0,2031,1,1,madrugada
AR,GRU,MAD,1051,1,2031,1,1,madrugada
G3,MIA,AEP,560,1,2031,1,1,madrugada
AR,MAD,AEP,4179,0,2031,1,1,madrugada
G3,AEP,MAD,6737,1,2031,1,1,madrugada
AA,EZE,MAD,1947,0,2031,1,1,madrugada
AR,EZE,MAD,1051,0,2031,1,1,mañana
IB,MIA,GRU,10153,0,2031,1,1,mañana
AR,MIA,AEP,8368,0,2031,1,1,mañana
LA,AEP,GRU,5617,0,2031,1,1,mañana
AR,EZE,MAD,3268,0,2031,1,1,mañana
AA,MAD,GRU,4258,1,2031,1,1,mañana
AA,MAD,EZE,9545,0,2031,1,1,tarde
LA,AEP,MAD,6486,0,2031,1,1,tarde
G3,EZE,AEP,7693,1,2031,1,1,tarde
LA,MIA,GRU,11411,0,2031,1,1,tarde
G3,GRU,EZE,9864,0,2031,1,1,tarde
AA,EZE,MAD,8672,1,2031,1,1,tarde
AA,MIA,GRU,3982,1,2031,1,1,noche
G3,MIA,GRU,1098,1,2031,1,1,noche
AR,EZE,MIA,4513,1,2031,1,1,noche
AR,EZE,GRU,11760,0,2031,1,1,noche
LA,AEP,MAD,3257,0,2031,1,1,madrugada
AA,MAD,GRU,9305,0,2031,1,1,madrugada
AR,AEP,EZE,10326,0,2031,1,0,madrugada
AA,GRU,MAD,920,0,2031,1,0,madrugada
LA,AEP,EZE,5734,0,2031,1,0,madrugada
IB,MAD,MIA,4613,0,2031,1,0,madrugada
AA,GRU,MAD,9715,0,2031,1,0,madrugada
IB,EZE,AEP,8400,0,2031,1,0,madrugada
AA,MAD,MIA,9953,0,2031,1,0,mañana
G3,MAD,EZE,532,1,2031,1,0,mañana
IB,EZE,MIA,3591,0,2031,1,0,mañana
G3,GRU,AEP,11975,1,2031,1,0,mañana
G3,GRU,MAD,3223,1,2031,1,0,mañana
LA,EZE,MAD,9280,0,2031,1,0,mañana
LA,MAD,MIA,3385,0,2031,1,0,tarde
AR,EZE,GRU,11662,1,2031,1,0,tarde
IB,MIA,GRU,8662,0,2031,1,0,tarde
AR,GRU,MIA,11594,0,2031,1,0,tarde
IB,AEP,MIA,4624,1,2031,1,0,tarde
LA,AEP,MAD,6244,0,2031,1,0,tarde
LA,EZE,MIA,6242,1,2031,1,0,noche
LA,MAD,GRU,11359,1,2031,1,0,noche
IB,MAD,AEP,8404,1,2031,1,0,noche
LA,MIA,AEP,3718,0,2031,1,0,noche
AR,MIA,AEP,8858,0,2031,1,0,madrugada
G3,MAD,AEP,11077,1,2031,1,0,madrugada
IB,MIA,AEP,3749,1,2031,1,0,madrugada
G3,MAD,AEP,7400,1,2031,1,0,madrugada
AR,AEP,MIA,5955,0,2031,1,0,madrugada
AA,GRU,EZE,6587,0,2031,1,0,madrugada
LA,MAD,AEP,8455,1,2031,1,0,madrugada
AR,AEP,GRU,5368,0,2031,1,0,madrugada
AA,MAD,EZE,3910,0,2031,1,0,mañana
IB,EZE,GRU,6181,1,2031,1,0,mañana
AR,EZE,MAD,2058,0,2031,1,0,mañana
IB,AEP,EZE,7470,0,2031,1,0,mañana
G3,GRU,MAD,8900,0,2031,1,0,mañana
G3,EZE,MAD,2373,1,2031,1,0,mañana
IB,MAD,MIA,11162,0,2031,1,0,tarde
G3,EZE,MIA,6620,1,2031,1,0,tarde
G3,MIA,AEP,8661,1,2031,1,0,tarde
LA,MIA,GRU,7215,0,2031,1,0,tarde
IB,EZE,MAD,2128,1,2031,1,0,tarde
IB,MAD,EZE,5529,1,2031,1,0,tarde
AA,MAD,GRU,554,1,2031,1,0,noche
LA,GRU,AEP,8747,1,2031,1,0,noche
AR,MIA,MAD,4397,1,2031,1,0,noche
LA,GRU,AEP,1838,0,2031,1,0,noche
AR,MAD,AEP,4987,0,2031,1,0,madrugada
IB,MAD,AEP,2672,0,2031,1,0,madrugada
LA,AEP,MIA,3572,0,2031,1,0,madrugada
AA,AEP,MAD,8055,0,2031,1,0,madrugada
G3,EZE,MIA,2891,1,2031,1,0,madrugada
AR,GRU,EZE,1592,1,2031,1,0,madrugada
G3,AEP,GRU,588,1,2031,1,0,madrugada
IB,MIA,EZE,5170,0,2031,1,0,madrugada
